blade_length,wind_speed,turbine_stats,energy_output,motor_tempreture,blade_angle,vibration_level,humidity,air_pressure,category,anti_rust,efficiency
85.0,14.0,optimal,995,43,0,2,52,1066,small,,95.0
71.0,8.0,needs to be repaired,1879,43,4,4,45,903,large,1.0,94.0
22.0,10.0,needs to be repaired,397,28,23,10,58,980,medium,0.0,69.0
34.0,6.0,needs to be repaired,672,57,30,7,27,1068,large,,
98.0,21.0,off,3402,52,32,4,51,1083,medium,,40.0
51.0,16.0,optimal,592,24,45,6,56,1061,small,1.0,36.0
48.0,9.0,needs to be repaired,2638,30,17,8,59,971,nan,,28.0
39.0,23.0,optimal,4142,77,1,10,66,914,small,0.0,3.0
14.0,10.0,needs to be repaired,1302,30,16,2,85,957,large,1.0,63.0
90.0,21.0,optimal,1127,64,36,3,21,982,medium,1.0,0.0
27.0,23.0,needs to be repaired,563,57,38,4,87,1056,medium,1.0,85.0
30.0,24.0,optimal,1183,64,4,10,26,1075,small,1.0,54.0
95.0,25.0,optimal,780,60,13,7,73,941,small,0.0,91.0
59.0,7.0,optimal,1300,32,18,7,39,1002,large,1.0,66.0
15.0,12.0,off,711,52,41,4,51,996,medium,1.0,44.0
59.0,9.0,needs to be repaired,3132,23,14,4,31,1052,large,0.0,46.0
89.0,9.0,optimal,2505,54,4,8,29,1099,medium,0.0,45.0
75.0,21.0,off,1000,25,30,2,64,968,small,0.0,12.0
10.0,23.0,off,1939,21,22,5,88,904,small,0.0,76.0
66.0,23.0,off,3733,60,33,0,41,930,medium,1.0,48.0
39.0,14.0,optimal,1475,22,27,9,50,990,medium,0.0,
67.0,7.0,optimal,659,31,29,9,45,1001,small,1.0,21.0
61.0,17.0,off,4830,64,7,2,43,994,large,,62.0
46.0,20.0,needs to be repaired,3565,78,18,0,60,910,nan,1.0,91.0
57.0,16.0,optimal,159,21,44,0,60,1095,large,,10.0
96.0,25.0,optimal,4389,47,34,3,87,1008,large,0.0,97.0
10.0,21.0,needs to be repaired,3166,63,10,3,69,1070,medium,0.0,72.0
28.0,6.0,optimal,4501,24,38,6,56,1001,large,1.0,39.0
55.0,20.0,needs to be repaired,3777,80,33,7,56,1029,nan,0.0,80.0
76.0,15.0,needs to be repaired,3663,28,45,2,29,952,small,1.0,65.0
11.0,5.0,optimal,3882,41,23,10,76,910,medium,1.0,25.0
65.0,16.0,off,964,31,10,4,71,1056,medium,0.0,32.0
26.0,10.0,optimal,1840,73,6,8,35,1042,small,,64.0
91.0,,off,4244,80,11,0,60,924,small,,24.0
88.0,9.0,optimal,5000,22,13,8,49,1080,large,1.0,16.0
,25.0,off,5000,24,19,6,63,1071,large,1.0,40.0
36.0,7.0,needs to be repaired,1304,79,31,4,39,912,small,,61.0
,22.0,off,3538,68,33,7,84,1085,nan,0.0,67.0
41.0,22.0,off,1566,32,23,5,85,1095,small,0.0,91.0
69.0,,optimal,2608,50,36,7,49,983,medium,1.0,60.0
92.0,22.0,needs to be repaired,100,22,28,5,55,928,small,1.0,16.0
37.0,14.0,off,3539,37,24,10,48,1074,small,,96.0
37.0,8.0,off,2524,35,20,0,73,1024,large,0.0,90.0
83.0,24.0,optimal,1078,21,25,9,56,1048,medium,,53.0
93.0,23.0,needs to be repaired,4527,30,35,2,25,935,medium,1.0,98.0
34.0,8.0,off,4915,43,29,7,29,908,small,0.0,90.0
94.0,15.0,optimal,3320,48,9,2,43,995,small,0.0,88.0
87.0,7.0,needs to be repaired,597,72,17,4,78,931,large,,27.0
95.0,19.0,off,3016,65,38,7,39,1070,large,1.0,61.0
35.0,,off,4980,61,23,6,30,917,small,,25.0
84.0,16.0,off,1346,76,18,4,42,907,small,1.0,6.0
80.0,22.0,off,4249,61,22,1,83,1018,medium,1.0,61.0
26.0,10.0,off,4716,26,3,8,88,1005,large,1.0,98.0
91.0,19.0,needs to be repaired,1018,67,8,2,54,922,medium,1.0,48.0
16.0,6.0,off,3551,38,15,8,38,1011,medium,0.0,58.0
65.0,16.0,off,2009,36,18,8,58,1100,small,0.0,56.0
73.0,14.0,off,909,26,4,10,51,1042,large,0.0,33.0
29.0,8.0,off,3667,22,37,1,35,1072,small,1.0,63.0
47.0,12.0,optimal,844,53,20,1,50,1003,medium,1.0,14.0
84.0,19.0,needs to be repaired,1641,53,25,5,79,1031,large,1.0,19.0
67.0,23.0,needs to be repaired,3766,52,24,8,63,945,small,0.0,56.0
25.0,20.0,needs to be repaired,2080,72,22,7,74,996,small,0.0,7.0
60.0,17.0,off,941,51,41,6,69,937,small,0.0,16.0
36.0,19.0,needs to be repaired,827,72,22,4,84,974,small,1.0,67.0
60.0,18.0,off,1024,43,39,4,89,1097,nan,1.0,85.0
84.0,19.0,off,3753,66,36,7,42,973,medium,1.0,34.0
25.0,16.0,optimal,1558,77,36,0,30,1037,small,1.0,81.0
96.0,15.0,off,4253,74,18,3,37,1030,large,1.0,15.0
69.0,25.0,needs to be repaired,4668,40,33,0,44,1006,medium,0.0,81.0
85.0,7.0,off,3724,51,32,4,29,918,small,,24.0
49.0,18.0,needs to be repaired,4471,46,35,4,43,1020,small,0.0,
76.0,6.0,off,422,41,5,2,69,1092,small,0.0,38.0
11.0,22.0,optimal,127,33,4,3,25,944,small,0.0,42.0
57.0,7.0,off,3513,33,30,0,40,1065,small,1.0,76.0
61.0,13.0,needs to be repaired,3264,78,45,1,63,1012,large,0.0,4.0
33.0,15.0,optimal,2346,64,43,6,30,1022,large,,7.0
93.0,7.0,off,204,76,40,6,55,1000,medium,1.0,98.0
91.0,9.0,optimal,3023,70,23,10,44,1085,medium,1.0,93.0
87.0,13.0,off,1278,78,3,7,79,1004,small,0.0,91.0
91.0,14.0,optimal,421,62,34,7,23,1015,large,0.0,80.0
11.0,10.0,off,2859,30,25,9,37,1092,large,,45.0
74.0,10.0,needs to be repaired,100,45,25,10,51,906,medium,0.0,13.0
29.0,15.0,off,4359,46,45,6,43,966,medium,0.0,82.0
43.0,,needs to be repaired,2455,76,28,0,75,905,small,0.0,87.0
,6.0,off,1534,39,21,0,53,1030,medium,0.0,82.0
50.0,13.0,off,1620,22,17,3,70,1028,small,1.0,54.0
84.0,22.0,needs to be repaired,2037,49,43,9,40,935,nan,0.0,38.0
100.0,9.0,needs to be repaired,297,36,42,8,87,1003,medium,0.0,32.0
32.0,25.0,needs to be repaired,2692,30,36,0,69,979,medium,,37.0
47.0,10.0,needs to be repaired,2137,25,11,0,65,986,medium,,62.0
53.0,8.0,off,4179,74,38,0,62,1070,large,1.0,40.0
76.0,13.0,off,2318,20,7,3,56,1060,large,1.0,42.0
71.0,9.0,off,2547,31,27,6,52,902,large,1.0,82.0
21.0,8.0,needs to be repaired,1578,68,39,5,68,1074,large,1.0,99.0
39.0,13.0,off,3200,80,2,7,28,917,large,,84.0
96.0,22.0,off,1320,51,22,3,67,905,medium,1.0,15.0
74.0,15.0,optimal,2011,30,18,10,76,974,medium,,59.0
50.0,20.0,optimal,1582,24,37,4,50,911,small,,59.0
29.0,6.0,needs to be repaired,3527,57,42,8,37,1061,medium,1.0,26.0
15.0,20.0,needs to be repaired,3580,27,15,7,86,975,nan,0.0,18.0
84.0,23.0,optimal,414,38,12,7,34,1052,nan,0.0,85.0
13.0,14.0,off,722,41,25,9,28,927,medium,1.0,28.0
19.0,8.0,off,3886,70,26,6,55,927,large,1.0,64.0
60.0,16.0,needs to be repaired,2636,64,19,5,59,954,small,1.0,42.0
47.0,13.0,off,3345,54,8,1,74,983,small,1.0,45.0
10.0,17.0,off,3199,52,18,0,58,974,large,1.0,32.0
17.0,9.0,optimal,1109,44,26,2,28,999,large,0.0,31.0
90.0,6.0,optimal,4235,39,18,1,30,1081,medium,0.0,64.0
92.0,7.0,needs to be repaired,2459,56,11,1,29,997,large,1.0,73.0
72.0,,needs to be repaired,4175,39,19,0,54,988,nan,1.0,25.0
42.0,10.0,optimal,4750,23,42,3,29,936,small,,54.0
24.0,9.0,off,3533,28,29,3,30,948,small,0.0,34.0
40.0,8.0,optimal,2028,41,29,1,56,1058,medium,0.0,
30.0,24.0,optimal,3085,31,7,4,63,975,small,,28.0
12.0,20.0,needs to be repaired,2078,38,8,1,24,1018,large,,58.0
75.0,12.0,off,2252,80,5,4,35,1099,medium,1.0,29.0
,16.0,needs to be repaired,3793,47,11,9,25,949,large,0.0,69.0
50.0,9.0,needs to be repaired,3081,74,2,7,72,1052,medium,1.0,33.0
68.0,9.0,optimal,4593,43,10,8,43,915,nan,1.0,72.0
25.0,17.0,optimal,2344,65,6,9,53,990,small,0.0,71.0
65.0,15.0,needs to be repaired,2810,55,40,2,59,977,large,1.0,2.0
54.0,15.0,optimal,4618,42,39,2,89,1060,large,,34.0
68.0,23.0,optimal,2892,51,13,4,63,903,small,,72.0
59.0,11.0,off,3859,64,32,10,46,990,medium,0.0,8.0
94.0,21.0,off,2733,56,24,5,35,1013,large,0.0,0.0
21.0,9.0,needs to be repaired,4785,31,25,2,32,1015,medium,1.0,58.0
21.0,10.0,off,2935,38,33,3,53,1012,medium,1.0,65.0
42.0,22.0,needs to be repaired,2099,77,37,7,49,958,medium,0.0,69.0
93.0,22.0,off,4730,65,16,3,79,959,small,,97.0
58.0,13.0,optimal,3122,42,6,10,23,995,medium,1.0,44.0
30.0,22.0,optimal,3892,40,15,3,48,1032,small,,92.0
69.0,23.0,needs to be repaired,1329,63,7,6,81,1066,medium,1.0,3.0
61.0,21.0,off,4165,22,13,6,52,1055,large,0.0,33.0
63.0,,optimal,1143,75,32,1,41,1035,small,1.0,62.0
48.0,5.0,needs to be repaired,653,58,42,1,67,964,medium,0.0,61.0
58.0,24.0,off,3555,21,3,0,36,1022,small,,11.0
73.0,22.0,optimal,3676,33,17,3,83,1086,medium,0.0,48.0
95.0,17.0,off,191,39,39,0,32,947,large,1.0,2.0
35.0,12.0,needs to be repaired,4357,41,42,6,86,926,medium,,29.0
80.0,18.0,needs to be repaired,2522,53,22,5,90,1084,nan,1.0,81.0
16.0,7.0,needs to be repaired,1294,27,7,3,84,913,small,,92.0
81.0,8.0,optimal,3600,47,37,1,25,1094,medium,1.0,45.0
71.0,15.0,needs to be repaired,985,34,11,2,87,958,medium,,87.0
99.0,11.0,off,3076,25,38,10,77,1049,small,1.0,24.0
97.0,25.0,optimal,581,46,3,0,26,1032,medium,0.0,95.0
33.0,9.0,needs to be repaired,950,68,38,5,22,937,large,1.0,29.0
49.0,6.0,needs to be repaired,1439,70,31,2,78,951,large,,98.0
85.0,10.0,optimal,3028,62,33,4,41,975,nan,1.0,52.0
56.0,24.0,needs to be repaired,249,44,10,9,71,951,large,,20.0
17.0,9.0,off,1554,78,19,10,40,963,medium,0.0,15.0
63.0,19.0,optimal,1949,28,35,7,64,1030,medium,0.0,97.0
18.0,15.0,off,4199,48,18,5,67,953,medium,1.0,18.0
,9.0,off,4629,45,1,1,23,937,medium,1.0,21.0
63.0,22.0,needs to be repaired,2906,56,27,6,52,951,small,0.0,57.0
30.0,12.0,optimal,706,56,18,10,60,1004,medium,1.0,30.0
57.0,15.0,needs to be repaired,1680,74,11,4,54,946,small,1.0,8.0
56.0,21.0,off,2916,66,45,4,74,1019,large,0.0,
97.0,18.0,needs to be repaired,2981,55,8,3,89,1027,large,1.0,1.0
77.0,,needs to be repaired,769,27,43,8,51,1053,large,1.0,72.0
93.0,11.0,off,4860,59,0,0,24,1093,nan,,70.0
72.0,22.0,needs to be repaired,3968,42,21,4,86,1095,medium,0.0,18.0
25.0,5.0,off,3438,61,12,4,77,913,large,0.0,
83.0,19.0,optimal,484,71,6,3,51,979,large,1.0,10.0
99.0,,off,667,68,14,5,61,953,nan,0.0,42.0
14.0,21.0,optimal,2580,54,29,8,50,988,medium,0.0,96.0
20.0,11.0,off,3434,80,24,0,83,1093,small,1.0,68.0
38.0,20.0,off,4154,68,19,4,55,968,small,0.0,13.0
88.0,6.0,needs to be repaired,4967,80,38,9,42,986,small,1.0,83.0
79.0,19.0,optimal,2422,79,2,8,26,1032,nan,1.0,6.0
57.0,24.0,off,4020,74,21,5,37,924,nan,,53.0
24.0,15.0,needs to be repaired,2139,20,28,1,71,967,small,0.0,3.0
93.0,6.0,needs to be repaired,1435,43,43,3,38,1005,medium,0.0,71.0
43.0,15.0,optimal,5000,48,45,4,35,901,nan,,62.0
69.0,25.0,needs to be repaired,4273,35,35,0,44,928,medium,0.0,79.0
71.0,20.0,needs to be repaired,3526,72,36,1,34,1049,medium,,41.0
11.0,,off,4206,24,15,3,21,948,medium,1.0,48.0
89.0,23.0,optimal,723,67,32,9,40,1055,medium,1.0,96.0
,20.0,optimal,1004,80,13,8,22,1005,large,0.0,38.0
58.0,12.0,optimal,443,20,42,7,77,914,medium,1.0,52.0
87.0,25.0,optimal,4053,52,4,0,64,1039,nan,1.0,16.0
97.0,24.0,needs to be repaired,3839,21,10,4,35,907,nan,1.0,96.0
37.0,9.0,optimal,3745,54,6,10,52,938,small,1.0,93.0
57.0,12.0,needs to be repaired,2760,36,16,5,22,992,nan,,17.0
46.0,18.0,needs to be repaired,658,68,10,5,28,1072,small,1.0,71.0
83.0,18.0,needs to be repaired,586,66,35,0,90,1058,large,1.0,25.0
58.0,22.0,needs to be repaired,2608,20,41,2,24,929,small,0.0,51.0
57.0,9.0,optimal,3005,69,23,0,52,937,nan,,82.0
82.0,14.0,needs to be repaired,1471,59,42,2,51,1089,large,0.0,47.0
97.0,19.0,off,3822,68,19,3,47,917,large,1.0,8.0
38.0,17.0,off,4534,32,13,7,60,915,large,,47.0
69.0,13.0,off,4204,27,3,9,44,1080,large,0.0,77.0
38.0,13.0,off,3359,31,36,5,83,917,large,1.0,90.0
67.0,23.0,needs to be repaired,569,35,6,8,40,1043,medium,0.0,30.0
57.0,13.0,off,5000,30,7,10,37,927,small,1.0,75.0
,9.0,off,4196,57,7,4,53,1026,small,0.0,91.0
36.0,10.0,needs to be repaired,209,24,5,6,28,1087,large,1.0,46.0
16.0,14.0,optimal,1024,67,15,5,39,1094,medium,1.0,17.0
58.0,14.0,optimal,1890,76,31,10,88,1030,nan,0.0,90.0
63.0,10.0,optimal,2568,52,23,0,51,913,small,,27.0
77.0,25.0,optimal,2188,52,45,0,77,920,small,1.0,16.0
87.0,5.0,needs to be repaired,1830,29,20,9,73,940,large,1.0,5.0
51.0,24.0,needs to be repaired,1703,46,25,10,85,981,small,1.0,92.0
83.0,17.0,optimal,1761,39,20,1,84,1066,medium,,13.0
68.0,12.0,off,1170,32,43,0,60,1000,medium,1.0,55.0
53.0,17.0,needs to be repaired,968,33,45,9,81,976,large,1.0,52.0
35.0,10.0,off,2025,76,21,3,64,1020,large,1.0,86.0
32.0,23.0,off,3936,33,16,8,54,940,large,1.0,33.0
82.0,16.0,off,2762,55,13,0,27,1092,nan,0.0,36.0
17.0,19.0,optimal,3171,60,10,8,42,933,nan,1.0,88.0
62.0,,optimal,4287,28,7,10,27,1036,small,0.0,8.0
23.0,15.0,optimal,100,44,28,3,51,907,medium,0.0,28.0
80.0,13.0,off,1660,21,4,6,53,941,small,0.0,33.0
16.0,23.0,off,4493,22,18,0,34,982,small,,44.0
18.0,15.0,needs to be repaired,361,20,0,4,87,1031,medium,0.0,36.0
12.0,10.0,needs to be repaired,2936,41,1,2,55,955,medium,,84.0
87.0,19.0,optimal,3535,41,16,3,88,1027,nan,1.0,21.0
26.0,21.0,needs to be repaired,3722,59,19,0,29,964,small,0.0,52.0
53.0,16.0,off,4860,51,32,7,40,1098,small,,
95.0,6.0,off,2045,68,37,4,76,956,medium,1.0,33.0
55.0,25.0,off,239,60,30,10,30,938,large,0.0,82.0
99.0,8.0,optimal,4015,76,10,5,57,952,nan,1.0,
,7.0,needs to be repaired,1548,64,13,2,48,1088,large,,63.0
37.0,6.0,off,4352,73,29,6,66,947,small,,87.0
23.0,23.0,optimal,3009,60,42,9,33,1088,small,,45.0
18.0,9.0,optimal,2027,38,42,1,79,1046,small,,5.0
35.0,21.0,needs to be repaired,4206,50,10,7,26,1007,large,1.0,74.0
11.0,20.0,off,2858,50,26,1,59,1014,small,,56.0
84.0,20.0,optimal,1683,71,3,2,33,1013,small,1.0,74.0
90.0,,optimal,3225,29,15,9,36,1005,large,1.0,21.0
43.0,8.0,off,844,65,21,4,53,1066,medium,,60.0
28.0,21.0,optimal,3349,51,4,3,56,990,large,0.0,7.0
48.0,23.0,optimal,3278,33,39,4,30,925,large,0.0,1.0
,6.0,needs to be repaired,2116,55,28,5,82,978,large,,86.0
22.0,,needs to be repaired,1997,24,11,10,35,987,medium,0.0,16.0
14.0,5.0,needs to be repaired,3363,36,36,9,68,950,small,0.0,28.0
59.0,18.0,needs to be repaired,974,22,41,3,24,1078,large,1.0,64.0
32.0,13.0,needs to be repaired,4569,61,41,10,47,905,nan,,11.0
97.0,21.0,off,3765,37,8,8,58,1035,medium,0.0,95.0
38.0,16.0,optimal,2386,25,6,7,33,1081,nan,1.0,80.0
81.0,24.0,off,2559,66,0,10,28,985,medium,1.0,34.0
35.0,16.0,off,1380,24,26,5,87,974,large,0.0,27.0
88.0,19.0,needs to be repaired,180,45,32,6,78,948,small,1.0,2.0
66.0,20.0,off,1738,75,9,7,51,913,small,0.0,38.0
10.0,22.0,optimal,2628,74,8,9,25,1070,small,,54.0
37.0,18.0,off,468,62,28,9,50,957,large,0.0,54.0
71.0,16.0,off,1173,79,12,5,87,986,medium,0.0,77.0
56.0,15.0,needs to be repaired,3720,20,4,5,55,1048,medium,1.0,88.0
87.0,19.0,off,2720,39,30,6,54,1088,medium,1.0,5.0
68.0,25.0,off,1481,78,34,8,27,966,large,,23.0
40.0,25.0,needs to be repaired,4390,47,7,5,26,915,medium,1.0,31.0
79.0,12.0,optimal,3142,27,3,2,41,1064,nan,0.0,37.0
58.0,21.0,needs to be repaired,5000,52,43,0,40,980,medium,1.0,62.0
14.0,12.0,needs to be repaired,3060,48,37,9,44,985,small,1.0,60.0
40.0,,off,1825,53,13,3,27,970,small,0.0,75.0
46.0,14.0,needs to be repaired,4030,38,10,5,52,1047,large,1.0,31.0
88.0,10.0,needs to be repaired,255,47,33,0,88,934,small,1.0,72.0
,,optimal,1287,77,8,9,84,928,medium,0.0,94.0
61.0,21.0,off,4689,76,10,1,80,1029,large,0.0,9.0
78.0,12.0,optimal,1806,63,25,6,52,943,large,0.0,72.0
20.0,17.0,optimal,794,70,1,9,49,1016,large,1.0,42.0
52.0,19.0,needs to be repaired,2344,28,2,6,38,1035,large,,50.0
79.0,,optimal,3121,67,16,6,63,956,medium,1.0,22.0
32.0,19.0,optimal,4525,49,4,8,32,1025,medium,0.0,83.0
49.0,18.0,needs to be repaired,2932,78,34,1,23,954,small,1.0,21.0
72.0,15.0,needs to be repaired,3181,79,14,3,37,946,large,,81.0
11.0,,off,2525,47,34,9,25,1088,small,1.0,17.0
88.0,21.0,needs to be repaired,3533,20,45,7,55,1085,nan,1.0,99.0
96.0,14.0,needs to be repaired,3730,51,13,4,69,918,small,,85.0
95.0,10.0,needs to be repaired,3598,54,17,9,62,942,nan,1.0,4.0
82.0,10.0,off,296,59,17,3,70,967,large,0.0,68.0
56.0,5.0,optimal,4348,25,11,3,50,908,medium,1.0,52.0
39.0,9.0,needs to be repaired,572,64,44,1,66,1006,large,,32.0
25.0,8.0,off,1137,36,44,1,74,1025,small,,32.0
68.0,15.0,needs to be repaired,4394,26,24,5,52,933,large,1.0,36.0
56.0,21.0,optimal,504,67,31,10,37,901,large,0.0,47.0
39.0,11.0,optimal,1839,58,19,7,60,1022,large,1.0,62.0
18.0,24.0,needs to be repaired,711,61,24,4,20,945,small,0.0,38.0
74.0,7.0,needs to be repaired,2867,79,11,0,33,1009,nan,1.0,29.0
68.0,6.0,off,4403,60,10,1,73,951,medium,0.0,75.0
73.0,12.0,optimal,4877,64,44,5,60,1054,medium,0.0,33.0
17.0,9.0,needs to be repaired,1684,27,2,9,74,961,small,1.0,31.0
61.0,9.0,needs to be repaired,4116,79,27,8,20,953,large,0.0,30.0
27.0,14.0,needs to be repaired,2114,62,20,1,29,1066,medium,0.0,15.0
100.0,,needs to be repaired,483,26,25,6,89,1052,medium,0.0,37.0
91.0,21.0,off,3622,43,28,2,36,1038,large,0.0,9.0
67.0,18.0,off,2714,37,1,7,45,1087,large,0.0,78.0
58.0,9.0,optimal,521,44,20,7,32,934,large,0.0,4.0
41.0,9.0,optimal,3171,31,4,3,26,1063,small,0.0,92.0
57.0,,off,1246,32,0,8,72,916,small,0.0,98.0
54.0,19.0,optimal,3064,39,25,2,55,922,small,1.0,25.0
63.0,9.0,off,2298,68,11,10,65,1074,small,1.0,
94.0,12.0,needs to be repaired,994,39,29,10,30,913,medium,1.0,17.0
,5.0,needs to be repaired,1217,76,25,8,68,975,large,0.0,67.0
40.0,25.0,off,1542,58,23,8,21,929,medium,0.0,98.0
46.0,7.0,needs to be repaired,3678,32,5,2,84,952,large,1.0,30.0
25.0,25.0,needs to be repaired,618,52,22,10,64,1019,medium,,72.0
55.0,23.0,off,3273,61,1,9,47,1049,medium,,34.0
55.0,19.0,needs to be repaired,2467,42,21,2,23,926,small,1.0,48.0
87.0,8.0,optimal,3414,44,3,5,23,1078,nan,0.0,24.0
97.0,6.0,needs to be repaired,2651,34,0,9,21,1100,medium,0.0,60.0
98.0,21.0,optimal,2825,33,40,2,28,904,small,1.0,80.0
70.0,16.0,off,2218,72,21,6,69,991,large,,93.0
55.0,24.0,optimal,2966,53,4,1,29,1011,large,1.0,86.0
60.0,12.0,needs to be repaired,2527,68,20,2,63,971,small,1.0,52.0
71.0,9.0,optimal,1298,75,28,7,86,919,nan,1.0,62.0
44.0,14.0,needs to be repaired,2480,75,28,1,79,993,nan,0.0,97.0
90.0,23.0,needs to be repaired,4563,79,1,10,73,945,nan,1.0,3.0
51.0,13.0,optimal,760,38,30,0,53,942,medium,,42.0
54.0,20.0,needs to be repaired,1043,65,33,0,47,1076,medium,1.0,16.0
77.0,5.0,optimal,4482,52,44,9,24,1095,small,0.0,
84.0,19.0,needs to be repaired,3582,35,34,7,45,920,large,1.0,92.0
56.0,6.0,off,2622,41,28,4,21,996,large,0.0,39.0
88.0,18.0,off,2011,34,18,8,64,973,medium,0.0,14.0
39.0,25.0,optimal,4980,29,4,2,26,966,large,0.0,45.0
,20.0,optimal,2454,25,34,5,73,977,medium,,94.0
75.0,14.0,off,3274,20,12,10,21,947,large,0.0,73.0
52.0,16.0,off,3187,33,21,9,82,934,nan,0.0,97.0
43.0,17.0,off,3144,57,36,10,59,1087,small,1.0,21.0
32.0,24.0,off,3120,23,39,3,57,919,medium,1.0,42.0
70.0,13.0,needs to be repaired,2069,26,11,5,40,1071,large,1.0,28.0
46.0,6.0,optimal,3546,30,14,9,52,1021,nan,0.0,55.0
22.0,23.0,optimal,752,20,28,5,34,1069,small,,0.0
80.0,19.0,off,3737,58,22,4,40,916,small,1.0,52.0
16.0,19.0,optimal,3800,55,0,8,80,927,small,1.0,66.0
51.0,5.0,optimal,3379,56,36,1,42,1036,medium,,98.0
47.0,22.0,needs to be repaired,2609,61,41,3,58,1032,medium,0.0,89.0
61.0,25.0,needs to be repaired,4565,75,0,4,63,1017,large,1.0,10.0
53.0,11.0,optimal,1216,37,40,2,43,1065,small,1.0,47.0
73.0,14.0,needs to be repaired,2047,24,37,7,32,917,large,1.0,83.0
,13.0,off,1011,59,44,2,37,919,nan,1.0,96.0
97.0,23.0,optimal,1790,59,27,5,33,1090,medium,,27.0
37.0,15.0,needs to be repaired,5000,74,10,3,64,1078,medium,1.0,51.0
91.0,8.0,needs to be repaired,1852,78,15,5,88,908,medium,0.0,14.0
10.0,5.0,optimal,4528,27,22,3,78,1012,medium,,59.0
52.0,16.0,optimal,2119,33,26,10,23,1045,large,0.0,57.0
51.0,5.0,off,3324,73,11,6,79,980,large,0.0,89.0
,21.0,needs to be repaired,2476,62,38,3,35,1019,medium,0.0,33.0
69.0,24.0,optimal,1917,21,32,7,29,1053,medium,,91.0
10.0,13.0,needs to be repaired,3804,56,44,5,41,1007,large,0.0,67.0
60.0,,needs to be repaired,3094,77,10,9,77,1100,large,0.0,31.0
25.0,8.0,needs to be repaired,492,21,45,9,45,1049,small,0.0,92.0
48.0,12.0,needs to be repaired,1174,38,29,3,88,974,nan,0.0,94.0
24.0,14.0,optimal,4097,42,41,8,42,967,large,0.0,66.0
42.0,22.0,optimal,1360,76,37,9,74,1063,small,0.0,48.0
96.0,19.0,off,4523,37,15,0,54,981,medium,,26.0
62.0,23.0,optimal,2371,61,27,2,86,1055,small,0.0,56.0
26.0,24.0,needs to be repaired,2989,63,28,10,34,1041,small,0.0,62.0
98.0,15.0,off,2310,48,44,3,77,913,medium,0.0,85.0
15.0,,optimal,1703,42,41,7,37,945,small,0.0,17.0
40.0,13.0,optimal,3074,32,38,6,89,1087,small,,
,12.0,off,3119,49,32,4,62,1094,nan,0.0,
49.0,20.0,optimal,100,25,28,8,22,974,large,0.0,1.0
39.0,17.0,optimal,3141,62,4,2,70,1008,nan,,100.0
78.0,9.0,optimal,1777,56,24,10,62,1014,large,1.0,38.0
85.0,17.0,needs to be repaired,1884,61,21,0,56,1097,large,0.0,17.0
16.0,23.0,off,3129,66,32,8,77,995,large,0.0,82.0
22.0,6.0,off,2327,45,43,1,24,1036,large,1.0,9.0
13.0,16.0,needs to be repaired,1540,43,21,8,43,1016,nan,,3.0
59.0,13.0,off,2573,56,34,8,84,978,small,1.0,93.0
12.0,5.0,optimal,813,78,39,3,86,933,large,0.0,28.0
21.0,18.0,needs to be repaired,4848,61,34,5,61,1034,small,1.0,36.0
74.0,11.0,needs to be repaired,1532,56,39,3,50,940,large,,22.0
36.0,21.0,needs to be repaired,1074,34,6,1,89,1090,small,1.0,58.0
59.0,18.0,off,4725,31,24,7,60,968,medium,1.0,11.0
86.0,,needs to be repaired,3108,31,4,6,57,1059,large,1.0,36.0
26.0,6.0,needs to be repaired,857,73,33,9,35,980,nan,1.0,70.0
81.0,13.0,needs to be repaired,2617,44,28,9,84,970,large,1.0,93.0
41.0,19.0,off,3420,29,27,6,39,922,small,0.0,100.0
93.0,20.0,off,3019,24,24,5,33,953,large,0.0,56.0
60.0,13.0,off,3666,52,13,3,73,920,nan,,50.0
26.0,8.0,needs to be repaired,1291,54,40,10,71,973,large,0.0,11.0
43.0,19.0,optimal,412,47,4,7,43,1019,large,1.0,49.0
44.0,25.0,off,2325,26,17,3,77,937,large,1.0,58.0
33.0,14.0,optimal,3048,78,45,0,56,969,medium,1.0,70.0
,11.0,optimal,4192,33,34,0,79,988,large,,72.0
27.0,10.0,off,4782,63,11,2,78,953,small,1.0,41.0
59.0,19.0,off,4036,74,41,9,86,1099,small,0.0,78.0
55.0,,optimal,2241,61,17,0,53,952,small,1.0,81.0
57.0,19.0,off,619,38,29,5,43,1093,large,0.0,63.0
42.0,22.0,optimal,4395,54,37,3,49,1037,medium,,41.0
96.0,18.0,optimal,2039,39,24,9,40,1051,large,1.0,64.0
98.0,22.0,needs to be repaired,1535,38,23,5,42,920,small,0.0,10.0
36.0,7.0,optimal,2619,38,40,4,73,1014,large,0.0,97.0
,24.0,needs to be repaired,1710,79,36,8,27,907,medium,,71.0
94.0,18.0,needs to be repaired,661,51,22,9,22,975,medium,0.0,40.0
68.0,10.0,off,1511,63,6,2,79,1004,large,1.0,16.0
19.0,18.0,off,4236,78,41,8,79,1062,nan,0.0,8.0
34.0,6.0,optimal,1507,27,14,10,83,1026,large,1.0,27.0
93.0,20.0,off,1153,68,16,9,81,1077,medium,,
66.0,20.0,off,2467,46,19,9,71,1090,large,0.0,87.0
75.0,25.0,off,4478,77,39,5,20,1022,large,,8.0
24.0,21.0,off,100,77,36,2,42,932,small,0.0,52.0
37.0,20.0,optimal,2453,52,42,8,70,1010,large,1.0,13.0
